SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Actual_0,Predicted_0,Quantile_0.05_Timestep_0,Quantile_0.25_Timestep_0,Quantile_0.50_Timestep_0,Quantile_0.75_Timestep_0,Quantile_0.95_Timestep_0,Actual_1,Predicted_1,Quantile_0.05_Timestep_1,Quantile_0.25_Timestep_1,Quantile_0.50_Timestep_1,Quantile_0.75_Timestep_1,Quantile_0.95_Timestep_1,Actual_2,Predicted_2,Quantile_0.05_Timestep_2,Quantile_0.25_Timestep_2,Quantile_0.50_Timestep_2,Quantile_0.75_Timestep_2,Quantile_0.95_Timestep_2,Actual_3,Predicted_3,Quantile_0.05_Timestep_3,Quantile_0.25_Timestep_3,Quantile_0.50_Timestep_3,Quantile_0.75_Timestep_3,Quantile_0.95_Timestep_3,Actual_4,Predicted_4,Quantile_0.05_Timestep_4,Quantile_0.25_Timestep_4,Quantile_0.50_Timestep_4,Quantile_0.75_Timestep_4,Quantile_0.95_Timestep_4
1,Bitcoin,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0.0,1603768864.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bitcoin,BTC,2013-04-30 23:59:59,146.92999267578125,134.0500030517578,144.0,139.0,0.0,1542813125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bitcoin,BTC,2013-05-01 23:59:59,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0.0,1298954593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Bitcoin,BTC,2013-05-02 23:59:59,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0.0,1168517495.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Bitcoin,BTC,2013-05-03 23:59:59,108.12799835205078,79.0999984741211,106.25,97.75,0.0,1085995168.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Bitcoin,BTC,2013-05-04 23:59:59,115.0,92.5,98.0999984741211,112.5,0.0,1250316562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bitcoin,BTC,2013-05-05 23:59:59,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0.0,1288693175.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bitcoin,BTC,2013-05-06 23:59:59,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0.0,1249023060.0,112.3,142.06357,64.15372,76.19348,90.44907,159.24716,271.47852,111.5,136.7087,37.74133,59.511406,68.49291,116.78499,235.77597,113.566,89.81268,26.778667,63.356457,75.960434,109.294136,236.07797,112.67,66.392555,39.27861,87.3262,104.05532,129.28421,250.19632,117.2,46.503906,52.888638,104.90503,128.92511,144.69627,258.54175
9,Bitcoin,BTC,2013-05-07 23:59:59,113.44400024414062,97.6999969482422,112.25,111.5,0.0,1240593600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Bitcoin,BTC,2013-05-08 23:59:59,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0.0,1264049202.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bitcoin,BTC,2013-05-09 23:59:59,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0.0,1254535382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Bitcoin,BTC,2013-05-10 23:59:59,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0.0,1305479080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bitcoin,BTC,2013-05-11 23:59:59,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0.0,1284207489.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
