,0,1,2,3,4
0,0.375172443756318,0.49321160639014894,0.5266073628759236,0.5435697680828829,0.3423924627971695
1,0.13001830693133423,0.11792859081871676,0.20164115192906362,0.11396027520283729,0.11871064699834645
2,0.19983635409593742,0.31239374289779626,0.24129673740473703,0.18031782020400822,0.24551823639372075
3,0.15825728213528553,0.21133381106401167,0.20784502487104298,0.1814560381339566,0.19720875728788254
4,0.1657632105894057,0.21589213720315947,0.2840056750869327,0.18902901429756022,0.23583782362865963
5,0.1477316288948402,0.18377612065853816,0.19485095112026724,0.23220744259854864,0.18935067935682257
6,0.11756562924518622,0.1734590555480605,0.2396285293325918,0.2655331726201215,0.2968225324272566
7,0.17381393228861552,0.14722467105049902,0.18825298339803626,0.21688680673510088,0.2710994760939881
8,0.5771382665326044,0.30658821366564715,0.5693185487476022,0.46107328506242334,0.30539828817531767
9,0.22450493796151236,0.2567649247608078,0.11868114430387415,0.22405309583010527,0.20389689583733647
10,0.18693298121925456,0.17816378391119397,0.19195590769219978,0.10268219366666159,0.1028365519697773
11,0.2219747754056359,0.2829718210016358,0.19304796943856264,0.41290231884675277,0.268399591188503
12,0.1269756669370999,0.05978747796050825,0.131991125990443,0.10299523343378712,0.20704434777250197
13,0.11089918164372596,0.10111579890133185,0.20642418925099323,0.2428488115793669,0.09804141471143474
14,0.612472665144993,0.43189404012915716,0.36668103482469605,0.1949481096732292,0.21004167630345094
15,0.6755733703678117,0.4629023950781855,0.4428712158280961,0.7644118473809962,0.48382607613466044
16,0.19703344503947443,0.4136132350368446,0.20199617216707216,0.4251658338399736,0.3441830424534121
17,0.1611834854812541,0.1545211045268283,0.17420026041282902,0.251489878492728,0.3520107177362065
18,0.20402645033092515,0.2839500834805323,0.2707794034256457,0.23574014108975058,0.287662764766432
19,0.14181125354295002,0.1853126105914172,0.1372397016272031,0.12304385562588067,0.20719351367972028
20,0.27296288174673455,0.19056118076211037,0.3792963782909189,0.31457237091135776,0.2070795677271028
21,0.11338281825020403,0.19421786982756192,0.20763510326951784,0.1646983770184535,0.24473467938809684
22,0.4086713088682468,0.24102587017649915,0.3191384063513338,0.33006340004414636,0.48963748930075746
23,0.3900125606897319,0.2814684924816394,0.3582905815724023,0.27398028936724894,0.4619107756427332
24,0.47649847183227667,0.49099994810777026,0.4132492885461041,0.5174970068739426,0.3195501008237016
25,0.3664650539592078,0.30692733320810933,0.43456794939270943,0.4705238183995329,0.32756060282649363
26,0.210545787408169,0.16007138285774372,0.1906329517069083,0.28215718682795443,0.21940238576429658
27,0.2861615767313889,0.35379516780181713,0.36211708310110574,0.11101921926611481,0.11501290742515066
28,0.17526713881278536,0.18067984826172928,0.13474332135137662,0.14646470375480009,0.17710159514103882
29,0.1294501579982746,0.24731400195571915,0.1657616792980053,0.2725568143443286,0.23282433292462706
