,0,1,2,3,4
0,0.310095676344565,0.4079373044140323,0.5189039557668548,0.6173742597861387,0.6744994196737237
1,0.10070604776800025,0.0420753138810482,0.05764995880003634,0.07843012347015943,0.13993320778492893
2,0.23221020900207365,0.15592519190541598,0.15527112395180226,0.18602136252764037,0.19767660602391363
3,0.0988188353862529,0.04733710992296778,0.045678999113525576,0.05483219364185394,0.05907025182281487
4,0.1311947131726555,0.047391308114103095,0.05311647427100164,0.09203415428443253,0.156216281392426
5,0.29136023781606285,0.13030545788718922,0.09190286948561181,0.05964863874342443,0.05206063391922746
6,0.040693840485127045,0.0367992702633336,0.12357340307951756,0.2048231883425303,0.250059542740013
7,0.15526333413650698,0.24100958653071008,0.23948009388772498,0.2176513380192965,0.20832110600552078
8,0.20914687725684308,0.17463058356171313,0.21662771220030835,0.22607483135243894,0.19119365657606388
9,0.039090917763100336,0.13805149160167463,0.20828484717792053,0.2508275800114033,0.2903399679033948
10,0.24984515632870852,0.08958775802295059,0.044685979703592296,0.08269542492282739,0.13046605225536093
11,0.2427456685226841,0.33351799278696687,0.34300317942511227,0.3415675619663465,0.37339246784288327
12,0.20782245460040472,0.2951395143095143,0.27521447408139377,0.22495586162863956,0.2064614588913754
13,0.05167909888725419,0.06141836243202773,0.053037050558863576,0.047314481533388235,0.05321737816172436
14,0.6010305531997029,0.7138417768402469,0.7289938327638463,0.7267377519021184,0.7227833544715813
15,0.12737544168447748,0.04703333284283305,0.10834371218927216,0.15098809346304576,0.2120324746761105
16,0.10711677792164659,0.08432946661802362,0.11069148112217313,0.14184810849976873,0.1914703432590659
17,0.15892362691153433,0.1600095429075622,0.25050438815590015,0.30195696000414307,0.3214615987481383
18,0.17059932853510645,0.23004242708815667,0.2084902672886487,0.21969806782420123,0.2479698820037374
19,0.13495561809266443,0.12948713588921187,0.24586200468932928,0.3223849606245028,0.3899561076747907
20,0.18248216126252723,0.13276264848919006,0.1595620499949395,0.18817030237007432,0.16898992401456783
21,0.03767290089860494,0.08329156821093144,0.04088814313576128,0.06307474722283216,0.05189162647100922
22,0.15116372398022113,0.09981676505804125,0.10037616136376214,0.09949801335240174,0.08986037464179633
23,0.13996386508383518,0.17356793005388482,0.2479512805903771,0.30805067824173354,0.3327600205470111
24,0.3858191375940616,0.33895166094674994,0.35638917825920036,0.37071935920451515,0.37167618716587636
25,0.37538200245654496,0.23104831162467362,0.15219714412709373,0.08671972315388718,0.0466027988643464
26,0.42432943076451357,0.3566241990967437,0.3906023757406034,0.4076319634018129,0.40370695149974706
27,0.2851620822038782,0.33726833214060836,0.27543285798799844,0.24358264147746206,0.2274652906201301
28,0.18145368732746733,0.36248188442174795,0.4507618515670136,0.4854637789676722,0.49554092452120196
29,0.21887346814800798,0.2805193910204735,0.3028354917342025,0.3067961240336095,0.3175303062198838
