,0,1,2,3,4
0,0.010749452,0.011877325,0.012901966,0.016843526,0.018678268
1,0.013348716,0.015447498,0.019464605,0.01950192,0.024227824
2,0.010376568,0.01434632,0.017159568,0.018427247,0.020803342
3,0.009986042,0.015111094,0.016540987,0.01782546,0.021177854
4,0.011061917,0.014972204,0.014414996,0.018044354,0.020158956
5,0.010628751,0.014678561,0.017314788,0.020622408,0.02201517
6,0.010375653,0.01370919,0.018163238,0.020978421,0.022398138
7,0.00843698,0.011989252,0.016054602,0.017268864,0.017931614
8,0.010416395,0.013302101,0.01608337,0.018593624,0.020101758
9,0.01191608,0.014128416,0.016643265,0.02171786,0.02209694
10,0.011657392,0.013670643,0.017016556,0.019878967,0.020034233
11,0.0108888205,0.013785091,0.014281843,0.017154858,0.019608933
12,0.008605573,0.012856779,0.01725673,0.018848034,0.021482611
13,0.011190431,0.013427531,0.015625216,0.018083598,0.018736428
14,0.009010081,0.014504856,0.017609596,0.019730566,0.01921919
15,0.010303298,0.012795185,0.015835973,0.017195128,0.02153546
16,0.010555408,0.011944344,0.015482196,0.019356212,0.020929115
17,0.008921121,0.011814353,0.0141036315,0.015699938,0.0201823
18,0.00816524,0.01010715,0.012783047,0.016545126,0.018018734
19,0.011111371,0.016292969,0.018361805,0.017703775,0.020936944
20,0.010080802,0.011959532,0.016431572,0.018407708,0.01877468
21,0.010736619,0.015415383,0.017540533,0.019480484,0.021682568
22,0.008094547,0.010684776,0.01449219,0.016248135,0.01772457
23,0.009322442,0.014566876,0.01734813,0.020375118,0.0215604
24,0.009242258,0.013882966,0.015440282,0.020323273,0.020272916
25,0.009516885,0.0137752285,0.015935656,0.018989084,0.019943776
26,0.012045825,0.0139382025,0.016748793,0.019119088,0.02064777
27,0.011472148,0.01288042,0.0155746,0.018940061,0.021761091
28,0.009263114,0.0118904,0.01623368,0.015416904,0.019271549
29,0.010295654,0.013110355,0.016948031,0.019412247,0.0192803
